,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars
472,472,cusk cooked,106,0.8,0,0,0,0,0
473,473,atlantic croaker raw,82,2.5,0.9,0.9,0.4,0,0
474,474,sucker cooked,148,3.7,0.7,1.1,1.3,0,0
475,475,spot raw,79,3.1,0.9,0.9,0.7,0,0
476,476,drum cooked,236,9.7,2.2,4.3,2.3,0,0
477,477,crayfish raw,3,0.048,0.010,0.043,0.010,0,0
478,478,tilefish cooked,441,14.1,2.6,4,3.7,0,0
479,479,bluefish cooked,186,6.4,1.4,2.7,1.6,0,0
480,480,grouper cooked,238,2.6,0.6,0.5,0.8,0,0
481,481,sheepshead raw,257,5.7,1.4,1.7,1.2,0,0
482,482,herring kippered,87,4.9,1.1,2,1.2,0,0
483,483,grouper raw,238,2.6,0.6,0.5,0.8,0,0
484,484,ocean perch cooked,48,0.9,0.2,0.3,0.2,0,0
485,485,ling raw,168,1.2,0.2,0.2,0.4,0,0
486,486,lingcod cooked,329,4.1,0.8,1.3,1.2,0,0
487,487,florida pompano raw,184,10.6,3.9,2.9,1.3,0,0
488,488,rockfish cooked,162,2.4,0.6,0.7,0.7,0,0
489,489,seatrout cooked,247,8.6,2.4,2.1,1.7,0,0
490,490,sockeye salmon raw,562,22.2,4.7,7.4,7.7,0,0
491,491,swordfish cooked,182,8.4,2,3.8,1.5,0,0
492,492,american shad raw,362,25.3,5.8,10.5,6,0,0
493,493,sardine canned in oil,310,17.1,2.3,5.8,7.7,0,0
494,494,anchovy canned in oil,8,0.4,0.001,0.2,0.1,0,0
495,495,salmon canned,520,20.3,5.5,7.1,5.6,0,0
496,496,sardines in tomato sauce canned,165,9.3,2.4,4.3,1.9,0.5,0.4
497,497,sockeye salmon canned,563,24.9,4.9,8.4,6,0,0
498,498,tuna canned,102,2.4,0.6,0.6,0.9,0,0
499,499,pink salmon canned,530,20.4,3.5,5,5.8,0,0
500,500,cod canned,328,2.7,0.5,0.4,0.9,0,0
501,501,eastern oyster canned,110,4,1,0.4,1.2,6.3,0
502,502,chum salmon canned,520,20.3,5.5,7.1,5.6,0,0
503,503,tuna canned in oil,331,14.4,2.3,5.8,5.3,0,0
504,504,wild pink salmon oceans,320,16,0,48,0.0,0.0,0.0
505,505,shrimp canned,128,1.7,0.2,0.1,0.9,0,0
506,506,alaska king crab raw,144,1,0.2,0.1,0.2,0,0
507,507,scallops fried,64,3.2,0.8,2.1,0.1,6.4,0
508,508,shrimp cooked,7,0.092,0.023,0.003,0.000,0.013,0
509,509,clams fried,19,1,0.3,0.4,0.3,1,0
510,510,alaska king crab cooked,130,2.1,0.2,0.2,0.7,0,0
511,511,scallops cooked,11,0.058,0.092,0.096,0.086,0.5,0
512,512,squid fried,140,6,1.5,2.2,1.7,6.2,0
513,513,oyster raw,41,1.2,0.3,0.2,0.4,2.5,0
514,514,abalone,89,0.6,0.1,0.020,0.091,5.1,0
515,515,queen crab raw,25,0.3,0.096,0.027,0.1,0,0
516,516,whelk cooked,78,0.2,0.003,0.068,0.037,4.4,0
517,517,oyster cooked,41,1.2,0.3,0.2,0.4,2.5,0
518,518,eastern oyster cooked,8,0.2,0.073,0.004,0.018,0.7,0
519,519,blue mussels cooked,344,9,1.7,2,2.4,14.8,0
520,520,octopus raw,23,0.3,0.002,0.042,0.038,0.6,0
521,521,spiny lobster cooked,233,3.2,0.5,0.6,1.2,5.1,0
522,522,blue mussels raw,129,3.4,0.6,0.8,0.9,5.5,0
523,523,queen crab cooked,98,1.3,0.2,0.3,0.5,0,0
524,524,dungeness crab cooked,140,1.6,0.2,0.3,0.5,1.2,0
525,525,dungeness crab raw,140,1.6,0.2,0.3,0.5,1.2,0
526,526,shrimp fried,52,3.2,0.7,2,0.3,4.8,0.086
527,527,shrimp raw,4,0.023,0.061,0.075,0.009,0.041,0
528,528,blue crab cooked,71,0.6,0.2,0.1,0.2,0,0
529,529,shrimp imitation,29,0.4,0.019,0.014,0.2,2.6,0
530,530,conch baked,165,1.5,0.5,0.4,0.3,2.2,0
531,531,squid raw,26,0.4,0.1,0.094,0.1,0.9,0
532,532,scallop raw,10,0.091,0.089,0.026,0.005,0.5,0
533,533,lobster raw,116,1.1,0.3,0.3,0.4,0,0
534,534,scallop imitation,28,0.1,0.065,0.085,0.098,3,0
535,535,blue crab raw,18,0.2,0.067,0.048,0.063,0.018,0
536,536,whelk raw,39,0.1,0.096,0.067,0.005,2.2,0
537,537,spiny lobster raw,234,3.2,0.5,0.6,1.2,5.1,0
538,538,clams canned,227,2.5,0.5,0.3,0.5,9.4,0
539,539,lobster cooked,134,1.3,0.3,0.4,0.5,0,0
540,540,eastern oyster fried,29,1.8,0.5,0.7,0.5,1.7,0
541,541,clams raw,195,2.2,0.4,0.3,0.4,8.1,0
542,542,octopus cooked,139,1.8,0.4,0.3,0.4,3.7,0
543,543,eastern oyster raw,8,0.2,0.000,0.087,0.091,0.8,0
544,544,oyster fried,61,3,0.8,1.2,0.8,6.7,0
545,545,sturgeon smoked,49,1.2,0.3,0.7,0.1,0,0
546,546,chinook salmon smoked,159,5.9,1.3,2.8,1.4,0,0
547,547,cisco smoked,50,3.4,0.5,1.6,0.6,0,0
548,548,haddock smoked,33,0.3,0.049,0.006,0.055,0,0
549,549,whitefish smoked,147,1.3,0.3,0.4,0.4,0,0
550,550,red salmon sockeye filets smoked,373,12.3,2.8,4.3,3.7,0,0
