food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,food_category,Protein,Dietary Fiber,Sodium,Cholesterol,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,is_vegan,is_vegetarian,is_eggetarian,is_non_veg,is_high_protein,is_low_carb,is_high_fiber,protein_per_cal,fiber_per_cal,sugar_per_cal,fat_per_cal
northern pike cooked,350,2.7,0.5,0.6,0.8,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.08,0.0,0.0,0.06942857142857144
salmon raw,824,53.1,12.1,14.9,15.4,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.03398058252427184,0.0,0.0,0.5799757281553398
turbot cooked,388,12.0,0.0,0.0,0.0,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.07216494845360824,0.0,0.0,0.27835051546391754
surimi,28,0.3,0.059,0.043,0.1,1.9,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,1.0,0.0,0.0,0.09642857142857142
chinook salmon cooked,711,41.2,9.9,17.7,8.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.03938115330520394,0.0,0.0,0.5215189873417722
mullet cooked,140,4.5,1.3,1.3,0.9,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.2,0.0,0.0,0.2892857142857143
chum salmon raw,3,0.1,0.08,0.035,0.037,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,9.333333333333334,0.0,0.0,0.3
butterfish raw,47,2.6,1.1,1.1,0.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,0.5957446808510638,0.0,0.0,0.49787234042553197
sea bass cooked,125,2.6,0.7,0.5,1.0,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.224,0.0,0.0,0.1872
greenland halibut raw,759,56.5,9.9,34.2,5.6,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.03689064558629776,0.0,0.0,0.6699604743083004
halibut raw,371,5.4,1.2,1.9,1.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.07547169811320754,0.0,0.0,0.13099730458221023
sturgeon cooked,184,7.0,1.6,3.4,1.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.15217391304347827,0.0,0.0,0.3423913043478261
fish fillet fried,211,11.2,2.6,2.3,5.7,15.4,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.13270142180094788,0.0,0.0,0.4777251184834123
rainbow trout raw,111,4.9,1.1,1.6,1.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.25225225225225223,0.0,0.0,0.3972972972972973
pout raw,278,3.2,1.1,1.2,0.1,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.10071942446043165,0.0,0.0,0.10359712230215827
rainbow smelt cooked,35,0.9,0.2,0.2,0.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.8,0.0,0.0,0.23142857142857143
monkfish raw,22,0.4,0.079,0.074,0.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,1.2727272727272727,0.0,0.0,0.16363636363636364
trout raw,117,5.2,0.9,2.6,1.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.23931623931623933,0.0,0.0,0.4
shark raw,37,1.3,0.3,0.5,0.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.7567567567567568,0.0,0.0,0.31621621621621626
burbot raw,104,0.9,0.2,0.2,0.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.2692307692307692,0.0,0.0,0.07788461538461539
dolphinfish cooked,173,1.4,0.4,0.2,0.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.16184971098265896,0.0,0.0,0.07283236994219652
crayfish cooked,25,0.4,0.089,0.022,0.1,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,1.12,0.0,0.0,0.14400000000000002
dolphinfish raw,173,1.4,0.4,0.2,0.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.16184971098265896,0.0,0.0,0.07283236994219652
perch cooked,54,0.5,0.1,0.029,0.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.5185185185185185,0.0,0.0,0.08333333333333333
cusk raw,106,0.8,0.2,0.1,0.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.2641509433962264,0.0,0.0,0.06792452830188679
bluefin tuna raw,41,1.4,0.4,0.5,0.4,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,0.6829268292682927,0.0,0.0,0.3073170731707317
milkfish cooked,54,2.4,0.0,0.0,0.0,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,0.5185185185185185,0.0,0.0,0.39999999999999997
carp raw,277,12.2,2.4,5.1,3.1,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.10108303249097472,0.0,0.0,0.3963898916967509
sturgeon raw,30,1.1,0.3,0.5,0.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.9333333333333333,0.0,0.0,0.33
orange roughy raw,22,0.2,0.057,0.051,0.086,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,1.2727272727272727,0.0,0.0,0.08181818181818182
catfish fried,199,11.6,2.9,4.9,2.9,7.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.1407035175879397,0.0,0.0,0.5246231155778894
cuttlefish raw,22,0.2,0.002,0.088,0.069,0.2,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,1.2727272727272727,0.0,0.0,0.08181818181818182
bass raw,90,2.9,0.6,1.1,0.8,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.3111111111111111,0.0,0.0,0.29
flounder cooked,109,3.0,0.7,0.8,0.6,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.25688073394495414,0.0,0.0,0.24770642201834864
milkfish raw,42,1.9,0.5,0.7,0.5,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,0.6666666666666666,0.0,0.0,0.4071428571428571
eel raw,375,23.8,4.8,14.7,1.9,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.07466666666666667,0.0,0.0,0.5712
catfish raw,189,9.4,2.1,4.1,1.8,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.14814814814814814,0.0,0.0,0.44761904761904764
fish sticks,78,4.5,1.0,0.9,2.2,6.1,0.5,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,False,False,0.358974358974359,0.0,0.02564102564102564,0.5192307692307693
coho salmon raw,254,12.2,2.9,5.3,3.0,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.11023622047244094,0.0,0.0,0.4322834645669291
monkfish cooked,27,0.6,0.0,0.0,0.0,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,1.037037037037037,0.0,0.0,0.19999999999999998
yellowtail cooked,546,19.6,0.0,0.0,0.0,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.05128205128205128,0.0,0.0,0.3230769230769231
yellowfin tuna cooked,37,0.2,0.054,0.095,0.038,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,0.7567567567567568,0.0,0.0,0.04864864864864865
ling cooked,168,1.2,0.0,0.0,0.0,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.16666666666666666,0.0,0.0,0.06428571428571428
eel cooked,67,4.2,0.9,2.6,0.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.417910447761194,0.0,0.0,0.564179104477612
sablefish raw,753,59.1,12.4,31.1,7.9,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.03718459495351926,0.0,0.0,0.7063745019920319
salmon nuggets,60,3.3,0.4,1.3,0.9,4.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,0.4666666666666667,0.0,0.0,0.495
yellowtail raw,546,19.6,4.8,7.4,5.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.05128205128205128,0.0,0.0,0.3230769230769231
butterfish cooked,47,2.6,0.0,0.0,0.0,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,0.5957446808510638,0.0,0.0,0.49787234042553197
caviar,42,2.9,0.6,0.7,1.2,0.6,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.6666666666666666,0.0,0.0,0.6214285714285713
pollock raw,355,3.8,0.5,0.4,1.9,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.07887323943661972,0.0,0.0,0.09633802816901407
catfish cooked,206,10.3,2.3,4.5,1.9,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.13592233009708737,0.0,0.0,0.45
whiting raw,83,1.2,0.2,0.3,0.4,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.3373493975903614,0.0,0.0,0.13012048192771083
pink salmon raw,404,14.0,2.6,4.3,2.6,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.06930693069306931,0.0,0.0,0.3118811881188119
yellowfin tuna raw,31,0.1,0.073,0.008,0.026,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,0.9032258064516129,0.0,0.0,0.02903225806451613
mackerel raw,230,15.6,3.6,6.1,3.8,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.12173913043478261,0.0,0.0,0.6104347826086957
turbot raw,388,12.0,3.1,2.5,3.6,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.07216494845360824,0.0,0.0,0.27835051546391754
cusk cooked,106,0.8,0.0,0.0,0.0,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.2641509433962264,0.0,0.0,0.06792452830188679
atlantic croaker raw,82,2.5,0.9,0.9,0.4,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.34146341463414637,0.0,0.0,0.27439024390243905
sucker cooked,148,3.7,0.7,1.1,1.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.1891891891891892,0.0,0.0,0.22500000000000003
spot raw,79,3.1,0.9,0.9,0.7,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.35443037974683544,0.0,0.0,0.35316455696202537
drum cooked,236,9.7,2.2,4.3,2.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.11864406779661017,0.0,0.0,0.3699152542372881
crayfish raw,3,0.048,0.01,0.043,0.01,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,9.333333333333334,0.0,0.0,0.144
tilefish cooked,441,14.1,2.6,4.0,3.7,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.06349206349206349,0.0,0.0,0.2877551020408163
bluefish cooked,186,6.4,1.4,2.7,1.6,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.15053763440860216,0.0,0.0,0.3096774193548387
grouper cooked,238,2.6,0.6,0.5,0.8,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.11764705882352941,0.0,0.0,0.09831932773109245
sheepshead raw,257,5.7,1.4,1.7,1.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.10894941634241245,0.0,0.0,0.19961089494163425
herring kippered,87,4.9,1.1,2.0,1.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.3218390804597701,0.0,0.0,0.506896551724138
grouper raw,238,2.6,0.6,0.5,0.8,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.11764705882352941,0.0,0.0,0.09831932773109245
ocean perch cooked,48,0.9,0.2,0.3,0.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.5833333333333334,0.0,0.0,0.16874999999999998
ling raw,168,1.2,0.2,0.2,0.4,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.16666666666666666,0.0,0.0,0.06428571428571428
lingcod cooked,329,4.1,0.8,1.3,1.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.0851063829787234,0.0,0.0,0.1121580547112462
florida pompano raw,184,10.6,3.9,2.9,1.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.15217391304347827,0.0,0.0,0.5184782608695652
rockfish cooked,162,2.4,0.6,0.7,0.7,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.1728395061728395,0.0,0.0,0.13333333333333333
seatrout cooked,247,8.6,2.4,2.1,1.7,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.11336032388663968,0.0,0.0,0.31336032388663965
sockeye salmon raw,562,22.2,4.7,7.4,7.7,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.0498220640569395,0.0,0.0,0.3555160142348754
swordfish cooked,182,8.4,2.0,3.8,1.5,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.15384615384615385,0.0,0.0,0.4153846153846154
american shad raw,362,25.3,5.8,10.5,6.0,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.07734806629834254,0.0,0.0,0.6290055248618786
sardine canned in oil,310,17.1,2.3,5.8,7.7,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.09032258064516129,0.0,0.0,0.4964516129032258
anchovy canned in oil,8,0.4,0.001,0.2,0.1,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,3.5,0.0,0.0,0.45
salmon canned,520,20.3,5.5,7.1,5.6,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.05384615384615385,0.0,0.0,0.35134615384615386
sardines in tomato sauce canned,165,9.3,2.4,4.3,1.9,0.5,0.4,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.1696969696969697,0.0,0.009696969696969697,0.5072727272727273
sockeye salmon canned,563,24.9,4.9,8.4,6.0,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.0497335701598579,0.0,0.0,0.3980461811722913
tuna canned,102,2.4,0.6,0.6,0.9,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,0.27450980392156865,0.0,0.0,0.2117647058823529
pink salmon canned,530,20.4,3.5,5.0,5.8,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.052830188679245285,0.0,0.0,0.34641509433962264
cod canned,328,2.7,0.5,0.4,0.9,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.08536585365853659,0.0,0.0,0.07408536585365853
eastern oyster canned,110,4.0,1.0,0.4,1.2,6.3,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.2545454545454545,0.0,0.0,0.32727272727272727
chum salmon canned,520,20.3,5.5,7.1,5.6,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.05384615384615385,0.0,0.0,0.35134615384615386
tuna canned in oil,331,14.4,2.3,5.8,5.3,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.08459214501510574,0.0,0.0,0.3915407854984894
wild pink salmon oceans,320,16.0,0.0,48.0,0.0,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.0875,0.0,0.0,0.45
shrimp canned,128,1.7,0.2,0.1,0.9,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.21875,0.0,0.0,0.11953124999999999
alaska king crab raw,144,1.0,0.2,0.1,0.2,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.19444444444444445,0.0,0.0,0.0625
scallops fried,64,3.2,0.8,2.1,0.1,6.4,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,False,False,0.4375,0.0,0.0,0.45
shrimp cooked,7,0.092,0.023,0.003,0.0,0.013,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,4.0,0.0,0.0,0.11828571428571429
clams fried,19,1.0,0.3,0.4,0.3,1.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,1.4736842105263157,0.0,0.0,0.47368421052631576
alaska king crab cooked,130,2.1,0.2,0.2,0.7,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.2153846153846154,0.0,0.0,0.1453846153846154
scallops cooked,11,0.058,0.092,0.096,0.086,0.5,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,2.5454545454545454,0.0,0.0,0.04745454545454546
squid fried,140,6.0,1.5,2.2,1.7,6.2,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.2,0.0,0.0,0.38571428571428573
oyster raw,41,1.2,0.3,0.2,0.4,2.5,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.6829268292682927,0.0,0.0,0.2634146341463414
abalone,89,0.6,0.1,0.02,0.091,5.1,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.3146067415730337,0.0,0.0,0.06067415730337078
queen crab raw,25,0.3,0.096,0.027,0.1,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,1.12,0.0,0.0,0.10799999999999998
whelk cooked,78,0.2,0.003,0.068,0.037,4.4,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.358974358974359,0.0,0.0,0.023076923076923078
oyster cooked,41,1.2,0.3,0.2,0.4,2.5,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.6829268292682927,0.0,0.0,0.2634146341463414
eastern oyster cooked,8,0.2,0.073,0.004,0.018,0.7,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,3.5,0.0,0.0,0.225
blue mussels cooked,344,9.0,1.7,2.0,2.4,14.8,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.08139534883720931,0.0,0.0,0.23546511627906977
octopus raw,23,0.3,0.002,0.042,0.038,0.6,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,1.2173913043478262,0.0,0.0,0.11739130434782608
spiny lobster cooked,233,3.2,0.5,0.6,1.2,5.1,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.12017167381974249,0.0,0.0,0.12360515021459227
blue mussels raw,129,3.4,0.6,0.8,0.9,5.5,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.21705426356589147,0.0,0.0,0.23720930232558138
queen crab cooked,98,1.3,0.2,0.3,0.5,0.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.2857142857142857,0.0,0.0,0.11938775510204083
dungeness crab cooked,140,1.6,0.2,0.3,0.5,1.2,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.2,0.0,0.0,0.10285714285714286
dungeness crab raw,140,1.6,0.2,0.3,0.5,1.2,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.2,0.0,0.0,0.10285714285714286
shrimp fried,52,3.2,0.7,2.0,0.3,4.8,0.086,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,0.5384615384615384,0.0,0.006615384615384615,0.5538461538461539
shrimp raw,4,0.023,0.061,0.075,0.009,0.041,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,7.0,0.0,0.0,0.05175
