,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars
151,151,hazelnuts roasted,194,18.7,1.4,14,2.5,5.3,1.5
152,152,lupins cooked,193,4.8,0.6,2,1.2,15.4,0
153,153,hazelnuts blanched,178,17.3,1.3,13.6,1.6,4.8,1
154,154,brazilnuts dried,33,3.3,0.8,1.2,1,0.6,0.1
155,155,sunflower seeds dry roasted,47,4,0.4,0.8,2.6,1.9,0.2
156,156,ginkgo nuts canned,172,2.5,0.5,0.9,0.9,34.3,0
157,157,peanuts cooked,572,39.6,5.5,19.7,12.5,38.3,4.4
158,158,pumpkin squash seeds dried,721,63.3,11.2,21,27.1,13.8,1.8
159,159,cashew nuts raw,156,12.4,2.2,6.7,2.2,8.5,1.7
160,160,sunflower seeds dried,269,23.7,2,8.5,10.6,9.2,1.2
161,161,lotus seeds dried,106,0.6,0.1,0.1,0.4,20.6,0
162,162,butternuts dried,734,68.4,1.6,12.5,51.3,14.5,0
163,163,sesame seeds dried,52,4.5,0.6,1.7,2,2.1,0.031
164,164,breadfruit seeds,57,1.7,0.5,0.2,0.9,8.8,0
165,165,pinyon pine nuts dried,1,0.073,0.022,0.044,0.074,0.010,0
166,166,pine nuts dried,909,92.3,6.6,25.3,46,17.7,4.8
167,167,flaxseeds,55,4.3,0.4,0.8,3,3,0.2
168,168,safflower seed kernels dried,146,10.9,1,1.4,8,9.7,0
169,169,pistachio nuts raw,691,55.8,6.8,29.3,16.9,33.8,9.4
170,170,peanuts raw,828,71.9,10,35.7,22.7,23.5,5.8
171,171,poppy seeds,46,3.7,0.4,0.5,2.5,2.5,0.3
172,172,valencia peanuts raw,832,69.5,10.7,31.3,24.1,30.5,0
173,173,spanish peanuts,832,72.4,11.2,32.6,25.1,23.1,0
174,174,dill seeds,20,1,0.018,0.6,0.041,3.6,0
175,175,caraway seeds,22,1,0.030,0.5,0.2,3.3,0.038
176,176,acorn raw,110,6.8,0.9,4.3,1.3,11.5,0
177,177,almonds roasted,182,16.6,1.3,10.4,4.1,5.3,1.4
178,178,lotus seeds raw,25,0.1,0.097,0.011,0.002,4.9,0
179,179,chestnuts cooked,37,0.4,0.016,0.1,0.2,7.9,0
180,180,alfalfa seeds,1,0.075,0.029,0.067,0.057,0.002,0.058
181,181,virginia peanuts roasted,173,14.6,1.9,7.6,4.4,6,0
182,182,hazelnuts raw,471,45.6,3.3,34.2,5.9,12.5,3.3
183,183,anise seeds,7,0.3,0.060,0.2,0.066,1.1,0
184,184,macadamia nuts roasted,215,22.8,3.6,17.8,0.4,4,1.2
185,185,studentenfutter alnatura,139,7.8,0.9,4.8,2,13.2,11.7
186,186,pumpkin squash seeds roasted,46,3.9,0.7,1.3,1.6,1.2,0.1
187,187,water chestnut raw,120,0.1,0.039,0.055,0.089,29.7,6
188,188,chestnuts roasted,37,0.3,0.009,0.1,0.1,7.9,1.6
189,189,ginkgo nuts raw,52,0.5,0.029,0.2,0.2,10.6,0
190,190,almonds raw,9,0.7,0.040,0.5,0.2,0.3,0.026
191,191,peanuts roasted,180,15.8,2.6,7.8,4.6,4.6,1.3
192,192,sunflower seeds toasted,829,76.1,8,14.5,50.3,27.6,0
193,193,sisymbrium seeds,235,3.4,0.7,1.1,1.5,43.1,0
194,194,breadnut tree seeds dried,587,2.7,0.7,0.3,1.4,127,0
195,195,pecans raw,753,78.4,6.7,44.5,23.6,15.1,4.3
196,196,chia seeds dried,138,8.7,0.9,0.7,6.7,11.9,0
197,197,japanese chestnuts roasted,57,0.2,0.080,0.1,0.094,12.8,0
198,198,sesame seeds toasted,45,3.8,0.5,1.5,1.7,2.1,0
199,199,cashew nuts roasted,174,14.3,2.5,7.8,2.6,9,1.5
200,200,lupins raw,668,17.5,2.1,7.1,4.4,72.7,0
201,201,mustard seeds ground,10,0.7,0.012,0.5,0.2,0.6,0.1
202,202,mixed nuts roasted,178,15.4,2,9.4,3.2,7.6,1.4
203,203,salat mix alestro,61,5.2,0.9,0.1,0.3,2.4,0.0
204,204,chestnuts raw,309,3.3,0.6,1.1,1.3,66,0
205,205,pistachio nuts roasted,172,13.7,1.7,7.4,4,8.5,2.3
206,206,walnut,33,3.3,0.3,0.4,2.4,0.7,0.1
207,207,celery seeds,25,1.6,0.1,1,0.2,2.7,0.078
208,208,hickorynuts dried,788,77.2,8.4,39.1,26.3,21.9,0
209,209,spanish peanuts roasted,851,72.1,11.1,32.4,25,25.7,0
210,210,woca seeds dried,102,0.3,0.025,0.044,0.059,22.6,0.1
211,211,pecans roasted,215,22.6,2.2,12.3,7.1,3.9,1.2
212,212,fennel seeds,7,0.3,0.008,0.2,0.065,1,0
213,213,chinese chestnuts roasted,68,0.3,0.027,0.2,0.073,14.8,0
214,214,watermelon seed kernels dried,602,51.2,10.6,8,30.3,16.5,0
215,215,macadamia nuts raw,38,4,0.6,3.1,0.059,0.7,0.2
216,216,pectin,163,0.2,0.052,0.093,0.076,45.2,0
217,217,black walnut dried,31,3,0.2,0.8,1.8,0.5,0.018
218,218,water chestnut canned,70,0.015,0.050,0.068,0.053,17.2,3.4
219,219,ginkgo nuts dried,98,0.6,0.1,0.2,0.2,20.5,0
220,220,virginia peanuts raw,822,71.2,9.3,36.9,21.5,24.1,5.8
221,221,valencia peanuts roasted,177,15.4,2.4,6.9,5.3,4.9,0
222,222,nesfit diet cereal nestle,75,0,14.5,2.8,0,0,0.0
223,223,corn grits cooked,182,1.2,0.2,0.2,0.4,37.9,0.3
224,224,amaranth flakes,134,2.7,0.5,0.8,1,27,0.2
225,225,granola,293,14.6,2.4,6.6,4.7,32.3,11.9
226,226,muesli with fruit nuts,231,3.4,0.5,1.2,1.4,45.7,14.2
227,227,muesli master crumble,124,2.4,1,19.8,8.5,4.5,0.042
228,228,bran flakes,131,0.8,0.2,0.1,0.5,32.2,7.4
229,229,nut cereal,245,5.9,1,3.9,0.5,46.2,17.2
230,230,corn flakes,108,0.3,0.098,0.071,0.018,24.6,2.2
231,231,corn grits dry,36,0.2,0.022,0.018,0.032,7.7,0.008
