,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars
385,385,soya vanille joghurt alpro,21,0.6,0.1,2.7,2.6,1,0.090
386,386,soybean curd cheese,340,18.2,2.6,4,10.3,15.5,3.6
387,387,soy sauce,8,0.054,0.025,0.059,0.099,0.8,0.097
388,388,soybean dry roasted,419,20.1,2.9,4.4,11.4,30.4,0
389,389,soybean oil,120,13.6,2.1,3.1,7.9,0,0
390,390,meatless chicken,376,21.4,3.1,4.6,12.2,6.1,0
391,391,soybean cooked,296,15.4,2.2,3.4,8.7,17.1,5.2
392,392,soymilk nonfat,68,0.046,0,0,0.046,10.1,8.9
393,393,soy flour,23,1.1,0.2,0.2,0.6,1.8,0.4
394,394,soybean lecithin oil,104,13.6,2,1.5,6.2,0,0
395,395,tofu raw,188,11.9,1.7,2.6,6.7,4.7,0
396,396,soy chips,109,2.1,0.3,0.5,1.1,15,0.5
397,397,green soybean raw,376,17.4,2,3.3,8.2,28.3,0
398,398,soy proteins concentrate,93,0.1,0.040,0.092,0.099,7.2,0
399,399,soybean margarine,34,3.8,0.8,1.8,1,0.043,0
400,400,chocolate soymilk nonfat,107,0.046,0,0,0.012,20.7,8.9
401,401,okara,93,2.1,0.2,0.4,0.9,15.3,0
402,402,meatless meatballs,284,13,2.1,3.2,6.7,11.5,1.8
403,403,vanilla soymilk,131,4.3,0.5,1,2.3,15.3,9.7
404,404,soy meal raw,414,2.9,0.3,0.5,1.3,49,0
405,405,soymilk low fat,104,1.5,0,0.5,1,17.5,8.5
406,406,sprouted soybean raw,85,4.7,0.7,1.1,2.6,6.7,0
407,407,soybean raw,830,37.1,5.4,8.2,20.9,56.1,13.6
408,408,tempeh cooked,55,3.2,1,1.1,0.7,2.6,0
409,409,vanilla soymilk light,83,2.1,0.2,0.6,1.4,9.4,1
410,410,chocolate soymilk,153,3.7,0.6,0.9,2,24.2,19.1
411,411,soy oil,120,13.6,3.4,8.3,1.3,0,0
412,412,natto,169,8.8,1.3,1.9,5,11.5,3.9
413,413,chrysanthemum raw,12,0.3,0,0,0,1.5,0
414,414,gourd cooked,100,0.6,0.035,0.1,0.3,25.5,9.2
415,415,cauliflower raw,3,0.081,0.094,0.061,0.070,0.6,0.2
416,416,red cabbage raw,53,0.3,0.002,0.028,0.1,12.5,6.5
417,417,broccoli raab raw,9,0.2,0.047,0.027,0.097,1.1,0.2
418,418,napa cabbage cooked,13,0.2,0,0,0,2.4,0
419,419,kelp,2,0.067,0.037,0.064,0.044,0.5,0.069
420,420,shallots raw,18,0.061,0.041,0.015,0.074,4.2,2
421,421,bamboo shoots raw,49,0.5,0.1,0.054,0.2,9.4,5.4
422,422,jute cooked,32,0.2,0.004,0.022,0.022,6.3,0.9
423,423,red lettuce,4,0.080,0.036,0.056,0.024,0.6,0.1
424,424,broccoli cooked,98,1.1,0.2,0.1,0.5,20.1,3.9
425,425,romanesco raw,20,0.2,0.038,0.085,0.006,3.9,1.9
426,426,eggplant raw,115,0.8,0.2,0.047,0.3,26.9,16.2
427,427,leeks raw,54,0.3,0.049,0.076,0.1,12.6,3.5
428,428,lemongrass citronella,5,0.076,0.067,0.091,0.082,1.2,0
429,429,pumpkin cooked,49,0.2,0.019,0.100,0.085,12,5.1
430,430,celery cooked,7,0.098,0.064,0.018,0.024,1.5,0.9
431,431,serrano pepper,2,0.075,0.072,0.002,0.028,0.4,0.2
432,432,nopales raw,14,0.063,0.018,0.039,0.044,2.9,1
433,433,sweet potato leaves cooked,22,0.2,0.099,0.008,0.006,4.7,3.5
434,434,eggplant cooked,33,0.2,0.049,0.056,0.090,8.1,3.2
435,435,asparagus cooked,3,0.074,0.004,0,0.063,0.6,0.2
436,436,rutabaga cooked,72,0.4,0.007,0.037,0.2,16.4,9.5
437,437,parsnips raw,128,0.5,0.100,0.2,0.023,30.6,8.2
438,438,sour pickles,17,0.3,0.079,0.018,0.1,3.5,1.6
439,439,turnip greens cooked,29,0.3,0.091,0.065,0.1,6.3,0.8
440,440,jerusalem artichokes,110,0.047,0,0.065,0.036,26.2,14.4
441,441,collard raw,12,0.2,0.026,0.049,0.075,2,0.2
442,442,chrysanthemum cooked,20,0.036,0,0,0,4.3,2
443,443,oriental radish dried,314,0.8,0.3,0.1,0.4,73.5,43.3
444,444,tomatillos,42,1.3,0.2,0.2,0.6,7.7,5.2
445,445,taro shoots raw,9,0.069,0.016,0.071,0.042,2,0
446,446,acorn squash raw,172,0.4,0.091,0.086,0.2,44.9,0
447,447,leeks dried,10,0.026,0.080,0.055,0.031,2.4,0
448,448,cabbage raw,70,0.3,0.054,0.066,0.021,16.2,9
449,449,sweet red peppers cooked,19,0.1,0.012,0.094,0.087,4.5,3.2
450,450,sweet red peppers raw,46,0.4,0.088,0.016,0.1,9,6.3
451,451,cucumber peeled,16,0.2,0.1,0.068,0.087,2.9,1.8
452,452,purslane raw,9,0.2,0,0,0,1.5,0
453,453,peas onions cooked,81,0.4,0.055,0.049,0.2,15.5,6.8
454,454,tomato cooked,22,0.1,0.086,0.069,0.041,4.9,3.1
455,455,taro shoots cooked,20,0.1,0.068,0.003,0.037,4.5,0
456,456,scots kale raw,28,0.4,0.072,0.015,0.2,5.6,0
457,457,artichoke raw,60,0.2,0.056,0.019,0.010,13.5,1.3
458,458,navy bean sprouts raw,70,0.7,0.050,0.042,0.4,13.6,0
459,459,sweet pickles,146,0.7,0.1,0.021,0.2,33.8,29.2
460,460,oriental radish cooked,25,0.4,0.1,0.026,0.2,5,2.7
461,461,sweet potato leaves raw,15,0.2,0.088,0.045,0.049,3.1,0
462,462,irishmoss,2,0.049,0.060,0.096,0.091,0.6,0.098
463,463,drumstick leaves cooked,25,0.4,0,0,0,4.7,0.4
464,464,winter squash raw,39,0.2,0.019,0.089,0.086,10,2.6
465,465,pumpkin raw,30,0.1,0.065,0.044,0.004,7.5,3.2
466,466,chicory greens,7,0.096,0.078,0.060,0.018,1.4,0.2
467,467,spinach cooked,41,0.5,0.042,0.010,0.2,6.8,0.8
468,468,radish pickled,42,0.5,0.1,0.068,0.2,7.8,3
469,469,sweet onion,106,0.3,0,0,0,25,16.6
470,470,salsify cooked,92,0.2,0,0,0,20.7,3.9
471,471,radish seeds sprouted,16,1,0.3,0.2,0.4,1.4,0
472,472,turnips raw,51,0.2,0.074,0.098,0.040,11.8,7
473,473,burdock root raw,85,0.2,0.069,0.056,0.094,20.5,3.4
474,474,red cabbage cooked,49,0.2,0.058,0.001,0.095,11.8,5.6
475,475,jute raw,10,0.046,0.000,0.026,0.080,1.6,0
476,476,hot chile pepper dried,2,0.054,0.001,0.011,0.077,0.3,0.2
477,477,salsify raw,109,0.3,0,0,0,24.7,0
478,478,crookneck squash raw,24,0.3,0.1,0.057,0.1,4.9,4.5
479,479,indian squash cooked,38,0.4,0,0,0,7.6,4.7
480,480,poi,269,0.3,0.063,0.058,0.1,65.4,0.9
481,481,sesbania flower cooked,22,0.007,0,0,0,5.3,0
482,482,acorn squash cooked,115,0.3,0.023,0.072,0.1,29.9,0
483,483,cauliflower cooked,29,0.6,0.055,0.019,0.3,5.1,2.6
484,484,crookneck squash cooked,34,0.7,0.1,0.089,0.2,6.8,4.5
485,485,laver seaweed,1,0.012,0.066,0.045,0.052,0.1,0.071
486,486,mountain yam cooked,119,0.1,0.014,0.007,0.099,29,0
487,487,pumpkin flowers raw,5,0.084,0.049,0.099,0.050,1.1,0
488,488,mustard greens raw,15,0.2,0.072,0.071,0.035,2.6,0.7
489,489,arrowhead,12,0.084,0,0,0,2.4,0
490,490,japanese cabbage,45,0.2,0.092,0.081,0.092,8.5,2
491,491,mung bean sprouts cooked,24,0.1,0.050,0.007,0.062,4.5,3.5
492,492,scallop squash cooked,29,0.3,0.034,0.081,0.1,5.9,2.7
493,493,pumpkin leaves cooked,15,0.2,0.092,0.017,0.093,2.4,0.5
494,494,hungarian pepper,8,0.1,0.082,0.086,0.099,1.8,1
495,495,sweet potato baked,103,0.2,0.013,0.072,0.1,23.6,7.4
496,496,chinese cabbage pe tsai raw,12,0.2,0.033,0.087,0.004,2.5,1.1
497,497,taro raw,116,0.2,0.099,0.062,0.010,27.5,0.4
498,498,yam bean jicama,49,0.1,0.061,0.088,0.093,11.5,2.3
499,499,olives,10,0.9,0.2,0.6,0.043,0.5,0
500,500,mustard greens cooked,36,0.7,0.053,0.2,0.008,6.3,2
501,501,pumpkin flowers cooked,20,0.1,0.057,0.007,0.084,4.4,3.2
502,502,tree fern cooked,57,0.096,0,0,0,15.3,0
503,503,yellow corn raw,606,7.9,1.1,2.1,3.6,123.3,1.1
504,504,endive,9,0.1,0.022,0.044,0.072,1.7,0.1
505,505,wakame,36,0.5,0.1,0.002,0.2,7.3,0.5
506,506,tahitian taro raw,55,1.2,0.2,0.022,0.5,8.6,0
507,507,broccoli raw,31,0.3,0.053,0.028,0.015,6,1.5
508,508,sweet green peppers raw,30,0.3,0.053,0.043,0.037,6.9,3.6
509,509,chinese cabbage pak choi cooked,20,0.3,0.014,0.046,0.1,3,1.4
510,510,agar,1,0.058,0.087,0.010,0.028,0.3,0.005
511,511,watercress,4,0.006,0.071,0.027,0.000,0.4,0.099
512,512,beet greens cooked,39,0.3,0.025,0.067,0.1,7.9,0.9
513,513,winter squash cooked,76,0.7,0.1,0.083,0.3,18.1,6.8
514,514,new zealand spinach raw,8,0.1,0.077,0.078,0.043,1.4,0.2
515,515,okra,4,0.082,0.001,0.019,0.053,0.9,0.2
516,516,yautia tannier,132,0.5,0.1,0,0,31.9,0
517,517,mustard spinach cooked,29,0.4,0,0,0,5,0
518,518,rhubarb cooked,278,0.1,0.080,0.009,0.067,74.9,68.9
519,519,beets raw,58,0.2,0.028,0.032,0.067,13,9.2
520,520,drumstick pods raw,37,0.2,0.025,0.1,0.037,8.5,0
521,521,baby zucchini,2,0.089,0.020,0.047,0.006,0.3,0
522,522,onion raw,16,0.048,0.077,0.091,0.007,3.7,1.7
523,523,romanesco cooked,39,0.4,0.028,0.077,0.2,7.7,0
524,524,butternut squash raw,90,0.2,0.044,0.046,0.019,23.4,4.4
525,525,amaranth leaves,6,0.075,0.072,0.033,0.025,1.1,0
526,526,turnip greens raw,18,0.2,0.009,0.040,0.066,3.9,0.4
527,527,spaghetti squash raw,31,0.6,0.1,0.026,0.2,7,2.8
528,528,seaweed dry,52,0.3,0.006,0.076,0.2,9.2,0
529,529,yam cooked,158,0.2,0.061,0.018,0.059,37.4,0.7
530,530,corn dried,119,3,0.6,1.1,1.3,18.8,6
531,531,cucumber,23,0.2,0.068,0.044,0.041,5.4,2.5
532,532,arrowroot,78,0.2,0.094,0.083,0.1,16.1,0
533,533,cardoon raw,30,0.2,0.072,0.050,0.054,7.2,0
534,534,bamboo shoots cooked,14,0.3,0.007,0.059,0.1,2.3,0
535,535,summer squash raw,42,0.5,0.1,0.048,0.2,8.7,5.7
536,536,sweet potato raw,112,0.002,0.036,0.008,0.015,26.2,5.4
537,537,green tomato,42,0.4,0.024,0.018,0.1,9.3,7.3
538,538,beet greens raw,8,0.078,0.026,0.037,0.015,1.6,0.2
539,539,savoy cabbage cooked,41,0.2,0.076,0.023,0.003,9.2,0
540,540,witloof chicory,9,0.031,0.076,0.077,0.027,2.1,0
541,541,turnips cooked,34,0.1,0.082,0.089,0.076,7.9,4.7
542,542,dried tomatoes,5,0.053,0.032,0.032,0.086,1.1,0.8
543,543,radicchio,15,0.2,0.031,0.048,0.024,2.9,0.4
544,544,mixed vegetables cooked,118,0.3,0.000,0.090,0.1,23.8,5.7
545,545,yellow tomato,32,0.6,0.030,0.003,0.2,6.3,0
546,546,cardoon cooked,26,0.1,0.014,0.058,0.092,6.4,0
547,547,spinach raw,7,0.1,0.024,0.049,0.087,1.1,0.1
548,548,kale raw,7,0.3,0.057,0.014,0.1,0.9,0.2
549,549,drumstick pods cooked,42,0.2,0,0,0,9.7,0
550,550,kohlrabi raw,72,0.3,0.007,0.072,0.1,16.4,6.9
551,551,lentil sprouts,82,0.4,0.067,0.053,0.2,17,0
552,552,carrots raw,25,0.1,0.046,0.043,0.069,5.8,2.9
553,553,red chili peppers,18,0.2,0.088,0.050,0.1,4,2.4
554,554,fennel,73,0.5,0,0,0,17.1,0
555,555,sweet corn white,63,0.9,0.1,0.3,0.4,13.9,2.4
556,556,celeriac raw,66,0.5,0.1,0.052,0.2,14.4,2.5
557,557,hubbard squash raw,46,0.6,0.1,0.096,0.2,10.1,4.6
558,558,brussels sprouts cooked,8,0.1,0.099,0.044,0.062,1.5,0.4
559,559,carrots cooked,16,0.092,0.096,0.074,0.008,3.8,1.6
560,560,lambs quarters raw,0,0.067,0,0,0,0.069,0
561,561,lotus root cooked,6,0.056,0.029,0.092,0.016,1.4,0
562,562,split peas raw,672,2.3,0.3,0.5,1,118.9,15.8
563,563,scots kale cooked,36,0.5,0.014,0.000,0.3,7.3,0
564,564,corn cooked,99,1.5,0.2,0.4,0.6,21.6,4.7
565,565,radish raw,1,0.026,0.084,0.086,0.021,0.2,0.066
566,566,stinging nettles,37,0.007,0,0,0,6.7,0.2
567,567,baby carrots,5,0.053,0.015,0.043,0.002,1.2,0.7
568,568,sweet yellow peppers,50,0.4,0.012,0,0,11.8,0
569,569,taro leaves raw,12,0.2,0.013,0.075,0.043,1.9,0.8
570,570,corn raw,123,1.9,0.5,0.6,0.7,26.7,9
571,571,roselle,28,0.4,0,0,0,6.4,0
572,572,drumstick leaves raw,13,0.3,0,0,0,1.7,0
573,573,scallop squash raw,23,0.3,0.097,0.018,0.1,5,3.1
574,574,chicory roots,65,0.2,0.052,0.054,0.041,15.8,7.9
575,575,brussels sprouts raw,8,0.077,0.072,0.028,0.026,1.7,0.4
576,576,kale cooked,42,1.4,0.2,0.1,0.8,6.3,1.4
577,577,pupusas con frijoles,289,11.4,2.8,3.8,3.7,39.7,1.6
578,578,mustard cabbage,36,0.1,0.016,0.057,0.033,7.2,1.8
579,579,gourd raw,19,0.2,0.070,0.076,0.041,4.1,1.9
580,580,butternut squash cooked,80,0.2,0.013,0.076,0.036,21,3.9
581,581,burdock root cooked,146,0.2,0,0,0,35.1,5.9
582,582,cassava,330,0.6,0.2,0.2,0.061,78.4,3.5
583,583,peas carrots cooked,77,0.7,0.1,0.004,0.3,16.2,7
584,584,romaine lettuce,8,0.1,0.049,0.085,0.079,1.5,0.6
585,585,yam raw,177,0.3,0.067,0.019,0.1,41.8,0.8
586,586,chowchow pickles,296,2.2,0.4,0.4,1,65.3,58.5
587,587,prairie turnips raw,20,0.029,0,0,0,4.5,0.1
588,588,savoy cabbage raw,19,0.017,0.091,0.008,0.014,4.3,1.6
589,589,celery raw,6,0.045,0.005,0.033,0.091,1.2,0.5
590,590,celeriac cooked,42,0.3,0,0,0,9.1,0
591,591,mustard spinach raw,33,0.5,0.087,0.2,0.073,5.9,0
592,592,zucchini raw,44,0.8,0.2,0.074,0.2,8.1,6.5
593,593,okra cooked,35,0.3,0.032,0.033,0.034,7.2,3.8
594,594,white icicle radish,14,0.1,0.076,0.083,0.091,2.6,0
595,595,orange tomato,18,0.2,0.097,0.062,0.046,3.5,0
596,596,pumpkin leaves raw,7,0.2,0.053,0.063,0.039,0.9,0
597,597,spaghetti squash cooked,42,0.4,0.091,0.000,0.2,10,3.9
598,598,white corn cooked,100,1.5,0.2,0.4,0.6,22.4,8
599,599,artichoke cooked,64,0.4,0.059,0.077,0.2,14.3,1.2
600,600,avocado,432,39.6,5.7,26.5,4.9,23,1.8
601,601,string beans wellsley farms,8,0,0,0,0,1.7,0.3
602,602,lambs quarters cooked,58,1.3,0.085,0.2,0.6,9,1.1
603,603,peas cooked,134,0.4,0.065,0.050,0.2,25,9.5
604,604,beets cooked,22,0.085,0.026,0.024,0.070,5,4
605,605,shallots dried,3,0.013,0.063,0.043,0.061,0.7,0.3
606,606,green lettuce,23,0.2,0.027,0.075,0.1,4.3,1.2
607,607,kohlrabi cooked,48,0.2,0.041,0.004,0.094,11,4.6
608,608,kanpyo dried,139,0.3,0.041,0.012,0.1,35.1,0
609,609,prairie turnips boiled,18,0.086,0,0,0,4.2,0.7
610,610,broccoli raab cooked,21,0.4,0.086,0.017,0.1,2.7,0.5
611,611,summer squash cooked,49,1,0.2,0.031,0.3,9.9,6.4
612,612,taro cooked,187,0.1,0.012,0.064,0.056,45.7,0.6
613,613,spring onion scallions,6,0.077,0.029,0.055,0.031,1.5,0.5
614,614,hubbard squash cooked,57,0.7,0.1,0.042,0.3,12.3,5.6
615,615,jalapeno pepper,4,0.002,0.060,0.018,0.095,0.9,0.6
616,616,new zealand spinach cooked,22,0.3,0.027,0.028,0.1,3.8,0.5
617,617,sesbania flower raw,1,0.095,0,0,0,0.2,0
618,618,spirulina dried,20,0.5,0.2,0.019,0.1,1.7,0.2
619,619,chinese cabbage pe tsai cooked,17,0.2,0.011,0.059,0.086,2.9,0
620,620,zucchini cooked,27,0.6,0.1,0.095,0.3,4.8,3.1
621,621,green olives pickled,4,0.4,0.064,0.3,0.047,0.1,0.051
622,622,lotus root raw,85,0.1,0.057,0.089,0.040,19.8,0
623,623,grape leaves,13,0.3,0.085,0.063,0.1,2.4,0.9
624,624,dill pickled cucumber,17,0.2,0.080,0.055,0.065,3.7,1.9
625,625,skunk cabbage,11,0.1,0,0,0,1.8,0
626,626,banana pepper,9,0.1,0.018,0.073,0.098,1.8,0.6
627,627,oriental radish raw,61,0.3,0.1,0.010,0.2,13.9,8.5
628,628,purslane cooked,21,0.2,0,0,0,4.1,0
629,629,rhubarb raw,11,0.1,0.043,0.018,0.045,2.3,0.6
630,630,swamp cabbage,20,0.2,0,0,0,3.6,0
631,631,mung bean sprouts raw,6,0.044,0.036,0.026,0.085,1.2,0.8
632,632,onion cooked,7,0.034,0.095,0.098,0.092,1.5,0.7
633,633,swiss chard raw,7,0.042,0.065,0.092,0.013,1.3,0.4
634,634,peas raw,117,0.6,0.1,0.086,0.3,21,8.2
635,635,cabbage cooked,35,0.019,0,0.012,0.061,8.3,4.2
636,636,taro leaves cooked,35,0.6,0.1,0.065,0.2,5.6,0
637,637,leeks cooked,38,0.2,0.086,0.098,0.1,9.4,2.6
638,638,split peas cooked,227,0.8,0.1,0.2,0.3,40.2,5.7
639,639,sweet corn yellow,58,0.4,0.029,0.1,0.2,14.2,2.6
640,640,asparagus raw,2,0.037,0.012,0,0.083,0.5,0.2
641,641,collard cooked,63,1.4,0.049,0.095,0.3,10.7,0
642,642,swiss chard cooked,35,0.1,0,0,0,7.2,1.9
643,643,nopales cooked,22,0.003,0.064,0.007,0.071,4.9,1.7
644,644,tahitian taro cooked,60,0.9,0.2,0.015,0.4,9.4,0
645,645,chinese cabbage pak choi raw,9,0.1,0.013,0.030,0.034,1.5,0.8
646,646,green chili pepper,18,0.097,0.067,0.088,0.034,4.3,2.3
647,647,mountain yam raw,91,0.1,0.015,0.047,0.027,22.2,0.4
648,648,parsnips cooked,114,0.5,0.081,0.2,0.018,27.2,7.7
649,649,tomato stewed,97,3.3,0.6,1.3,1.1,16.1,0
650,650,sweet green peppers cooked,19,0.1,0.037,0.031,0.039,4.5,2.3
651,651,white corn raw,143,2,0.3,0.6,0.9,31.6,5.3
652,652,rutabaga raw,286,1.2,0.2,0.2,0.7,66.5,34.4
653,653,jalapeno peppers canned,37,1.3,0.1,0.031,0.7,6.4,2.9
654,654,pumpkin canned,83,0.7,0.4,0.098,0.032,19.8,8.1
655,655,peas onions canned,61,0.5,0.064,0.009,0.2,10.3,0
656,656,sweet mashed potato canned,258,0.5,0.1,0.042,0.2,59.1,13.9
657,657,hominy canned,119,1.5,0.2,0.4,0.7,23.5,3
658,658,tomato puree canned,95,0.5,0.098,0.028,0.2,22.5,12.1
659,659,dried tomatoes canned in oil,6,0.4,0.072,0.3,0.076,0.7,0
660,660,mixed vegetables canned,88,0.6,0.1,0.039,0.3,17.5,0
661,661,straw mushrooms canned,2,0.090,0.100,0.060,0.027,0.3,0
662,662,capers canned,2,0.089,0.021,0.098,0.089,0.4,0.011
663,663,red peppers canned,15,0.058,0.030,0.069,0.098,3.7,2.4
664,664,carrots canned,104,0.6,0.1,0.009,0.3,24.4,11.2
665,665,tomatoes in tomato juice canned,41,0.3,0.080,0.013,0.1,9.6,5.7
666,666,asparagus canned,62,0.7,0.2,0.015,0.3,10.2,4.1
667,667,sweet red peppers canned,25,0.4,0.013,0.006,0.2,5.5,0
668,668,onions canned,12,0.084,0.045,0.060,0.042,2.5,1.4
669,669,turnip greens canned,27,0.4,0.1,0.047,0.2,4,0.6
670,670,hearts of palm,9,0.2,0.056,0.029,0.020,1.5,0
671,671,spinach canned,44,0.9,0.1,0.074,0.4,6.8,0
672,672,sweet potato canned,568,1.3,0.3,0.080,0.5,133.5,98.3
673,673,corn canned,49,0.6,0.032,0.1,0.2,11.1,3.3
674,674,peas carrots canned,97,0.7,0.1,0.052,0.3,21.6,7.2
675,675,crookneck squash canned,27,0.1,0.088,0.065,0.027,6.2,2.5
676,676,tomatoes canned,77,0.7,0.062,0.1,0.3,17.6,10.6
677,677,pimento canned,44,0.6,0.004,0.081,0.3,9.8,5.2
678,678,sweet green peppers canned,25,0.4,0.037,0.015,0.2,5.5,0
679,679,peas canned,57,0.8,0.1,0.021,0.4,9.5,0
680,680,chili peppers canned,29,0.4,0.013,0.053,0.2,6.4,0
681,681,green peppers canned,15,0.074,0.096,0.015,0.062,3.7,2.3
682,682,grape leaves canned,20,0.6,0.065,0.016,0.3,3.3,0
683,683,sauerkraut canned,27,0.2,0.023,0.056,0.010,6.1,2.5
684,684,beets canned,69,0.2,0.017,0.060,0.099,16.2,13.2
685,685,stewed tomatoes canned,66,0.5,0.078,0.058,0.2,15.8,9
686,686,tomato paste canned,215,1.2,0.3,0.2,0.4,49.5,31.9
687,687,bacon ranch salad mcdonalds,389,20.1,5.2,7.9,5.2,19.4,4.9
688,688,caesar salad with grilled chicken mcdonalds,201,5.6,3,1.5,0.6,11.3,4.8
689,689,caesar salad mcdonalds,94,4.4,2.5,1,0.3,9.1,4.4
690,690,vegetable salad,22,0.054,0.053,0.030,0.016,4.4,0
691,691,vegetable salad with chicken,70,1.5,0.4,0.5,0.4,2.5,0
692,692,potato salad,358,20.5,3.6,6.2,9.3,27.9,0
693,693,taco salad taco bell,906,48.9,15.9,21.2,4,80.5,0
694,694,iceberg lettuce,8,0.045,0.089,0.015,0.076,1.7,1.1
695,695,cornsalad,12,0.2,0,0,0,2,0
696,696,potato salad with egg,393,23.5,3.6,5,12.5,40.5,12.4
697,697,side salad mcdonalds,17,0.2,0.014,0.061,0.031,3.7,1.9
698,698,caesar salad with crispy chicken mcdonalds,349,16.4,4.3,6.5,4.7,19.2,4.5
699,699,grape apple salad with walnuts,191,8.2,1.1,1.4,5.3,25.6,20.3
700,700,vegetable salad with cheese egg,68,3.9,2,1.2,0.3,3.2,0
701,701,celtuce,1,0.088,0,0,0,0.3,0
702,702,arugula,5,0.1,0.029,0.015,0.057,0.7,0.4
703,703,vegetable salad with shrimp,71,1.7,0.4,0.5,0.3,4.4,0
704,704,coleslaw,292,18.9,3.1,5.1,10.2,28.4,23.3
705,705,shiitake mushrooms cooked,10,0.007,0.061,0.051,0.064,2.6,0.7
706,706,shiitake mushrooms raw,6,0.039,0,0,0,1.3,0.5
707,707,crimini mushrooms,1,0.018,0.054,0.014,0.025,0.3,0.1
708,708,mushrooms raw,15,0.2,0.052,0,0.1,2.3,1.4
709,709,portabella mushrooms grilled,35,0.7,0.023,0.021,0.3,5.4,2.7
710,710,maitake mushrooms,0,0.017,0.011,0.059,0.022,0.072,0.043
711,711,shiitake mushrooms dried,11,0.061,0.014,0.004,0.058,2.7,0.046
712,712,chanterelle mushrooms,2,0.063,0,0,0,0.4,0.076
713,713,cloud ear fungus dried,80,0.2,0,0,0,20.4,0
714,714,mushrooms cooked,44,0.7,0.050,0.004,0.3,8.3,3.7
715,715,pepeao dried,72,0.1,0,0,0,19.4,0
716,716,truffles,61,4.1,2.2,1.5,0.1,5.4,4.6
717,717,jews ear,25,0.095,0,0,0,6.7,0
718,718,enoki mushrooms,1,0.099,0.027,0,0.010,0.2,0.034
719,719,morel mushrooms,4,0.070,0.056,0.031,0.007,0.7,0.096
720,720,portabella mushrooms raw,19,0.3,0.036,0.016,0.1,3.3,2.2
721,721,oyster mushroom,5,0.035,0.016,0.039,0.099,0.9,0.2
