,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars
109,109,pancakes whole wheat,92,2.9,0.8,0.8,1.1,12.9,0
110,110,keikitos,196,10.6,0,0,0,22.3,10.8
111,111,zwieback,30,0.7,0.2,0.3,0.1,5.2,0.9
112,112,chocolate coated donut,81,4.5,2.4,1.6,0.4,9.2,4.8
113,113,waffle toasted,103,3.2,0.5,1.6,0.7,16.3,1.7
114,114,cinnamon toaster pastry,206,7.1,1.8,4,0.9,34.1,0
115,115,wheat bran bread,89,1.2,0.3,0.6,0.2,17.2,3.5
116,116,white bread,77,1,0.2,0.2,0.5,14.3,1.6
117,117,oat bran bread,71,1.3,0.2,0.5,0.5,11.9,2.3
118,118,whole wheat bread natures own,50,1,11,3,2,0.0,0.0
119,119,high protein bread dr zaks,152,3,0.5,15.3,2.5,15.3,0.6
120,120,wheat bread,79,1.3,0.2,0.2,0.5,13.8,1.7
121,121,egg bread toasted,117,2.4,0.6,1.1,0.4,19.5,0.7
122,122,butter toastbrot ja,66,0.9,0.6,12,0.8,2,0.4
123,123,vienna bread toasted,93,0.6,0.1,0.1,0.2,18,1
124,124,vienna bread,92,0.6,0.2,0.1,0.3,18.1,0.8
125,125,protein bread,47,0.4,0.009,0.091,0.2,8.3,0.3
126,126,banana bread,186,6,1.3,2.6,1.8,31.1,0
127,127,rice bran bread,66,1.2,0.2,0.4,0.5,11.7,1.3
128,128,white fibre wonder bread,95,1,0.2,0.2,0.5,18,2
129,129,focaccia,142,4.5,0.5,3.2,0.6,20.4,1
130,130,oat bran bread toasted,70,1.3,0.2,0.5,0.5,11.8,2.3
131,131,rye bread,83,1.1,0.2,0.4,0.3,15.5,1.2
132,132,wheat germ bread,73,0.8,0.2,0.4,0.2,13.5,1
133,133,protein bread toasted,46,0.4,0.059,0.082,0.2,8.2,0.2
134,134,oatmeal bread,73,1.2,0.2,0.4,0.5,13.1,2.2
135,135,arepa,215,5.3,2.8,1.5,1,36.4,0.9
136,136,raisin bread toasted,86,1.4,0.3,0.7,0.2,16.5,1.8
137,137,cracked wheat bread,74,1.1,0.3,0.5,0.2,14,0
138,138,garlic bread,151,7.1,2.3,2,2.3,17.9,1.6
139,139,rye bread toasted,82,1,0.2,0.4,0.3,15.4,1.2
140,140,whole wheat bread,128,2.5,0.4,0.5,1.4,23.6,1.8
141,141,whole wheat bread toasted,128,2.5,0.4,0.5,1.4,23.7,1.8
142,142,pan dulce bread,231,7.3,1.4,2.2,1,35.5,7.9
143,143,rice bran bread toasted,66,1.3,0.2,0.4,0.5,11.8,1.3
144,144,pita bread whole wheat,74,0.7,0.1,0.053,0.3,15.4,0.2
145,145,wheat germ bread toasted,73,0.8,0.2,0.4,0.2,13.6,1
146,146,pumpernickel bread,65,0.8,0.1,0.2,0.3,12.4,0.1
147,147,frybread,502,18.6,7,6.7,1.6,73.4,3.1
148,148,white bread toasted,83,1.1,0.2,0.2,0.6,15.4,1.3
149,149,piki bread,109,2,0.2,0.5,0.5,20.2,0.4
150,150,wheat bread toasted,75,1,0.2,0.2,0.4,13.4,1.5
151,151,pita bread,165,0.7,0.091,0.038,0.3,33.4,0.8
152,152,potato bread,85,1,0,0,0,15.1,3
153,153,egg bread,115,2.4,0.6,0.9,0.4,19.1,0.7
154,154,oatmeal bread toasted,73,1.2,0.2,0.4,0.5,13.2,2.2
155,155,cheese bread,196,10,3,2.1,4.4,21.5,1
156,156,pumpernickel bread toasted,80,1,0.1,0.3,0.4,15.1,0.2
157,157,raisin bread,88,1.4,0.3,0.7,0.2,16.7,1.8
158,158,pumpernickel roll,77,0.8,0.1,0.2,0.3,14.8,0.1
159,159,cinnamon raisin bagel,71,0.4,0.054,0.079,0.2,14.4,1.6
160,160,english muffin,127,1.1,0.2,0.2,0.5,25.5,0.9
161,161,rye dinner roll,123,1.5,0.3,0.5,0.3,22.8,0.5
162,162,english muffin whole wheat,134,1.4,0.2,0.3,0.6,26.7,5.3
163,163,dinner roll whole wheat,74,1.3,0.2,0.3,0.6,14.3,2.4
164,164,dinner roll,76,1.8,0.4,0.9,0.3,12.9,0.5
165,165,hotdog roll,117,1.6,0.4,0.3,0.7,21.1,3.1
166,166,bagel,245,1.5,0,0.3,0.9,47.9,6
167,167,oat bran bagel,176,0.8,0.1,0.2,0.3,36.8,1.1
168,168,pain au chocolat de la boulangerie,235,12,27.6,4.2,0.0,0.0,0.0
169,169,egg bagel,72,0.5,0.1,0.1,0.2,13.8,0
170,170,english muffin toasted,140,1.1,0.3,0.2,0.5,27.4,1.8
171,171,english muffin whole wheat toasted,135,1.4,0.2,0.3,0.6,26.9,5.4
172,172,biscuit,357,16.5,4.4,7,4.2,45,2.2
173,173,french roll,105,1.6,0.4,0.7,0.3,19.1,0.1
174,174,oat bran dinner roll,78,1.5,0.2,0.5,0.5,13.3,2.2
175,175,pecan shortbread cookies,76,4.6,1.1,2.6,0.6,8.2,0
176,176,oatmeal cookies,113,4.5,1.1,2.5,0.6,17.2,6.2
177,177,chocolate wafers,485,15.9,4.7,5.4,4.7,81.1,33.2
178,178,vanilla wafers low fat,353,12.2,3.1,5.2,3.1,58.9,30
179,179,chocolate chip cookies mcdonalds,136,6.4,3.2,1.7,0.4,18.7,9.6
180,180,gingersnap cookies,29,0.7,0.2,0.4,0.062,5.4,1.4
181,181,biscotti abbracci mulino bianco,54,2.6,1.6,6.8,2.6,0.8,0.051
182,182,chocolate chip cookie,63,2.8,1.4,1,0.3,9.3,5.3
183,183,brownie,243,9.8,2.5,5.4,0.4,38.3,22
184,184,shortbread cookies,40,1.9,0.5,1.1,0.3,5.2,1.2
185,185,oatmeal cookies with raisins,65,2.4,0.5,1,0.8,10.3,0
186,186,peanut butter sandwich cookies,67,3,0.7,1.6,0.5,9.2,5
187,187,sugar cookies,72,3.2,0.8,1.8,0.4,10.2,5.7
188,188,chocolate covered graham crackers,68,3.2,1.8,1.1,0.1,9.3,5.8
189,189,raisin cookies,60,2,0.5,1.1,0.3,10.2,7.1
190,190,vanilla wafers,28,1.2,0.3,0.7,0.1,4.3,0
191,191,graham crackers,355,8.5,1.3,3.4,3.2,64.5,26.1
192,192,peanut butter cookies,95,4.8,0.9,2.2,1.4,11.8,0
193,193,vanilla sandwich cookie,72,3,0.4,1.3,1.1,10.8,5.9
194,194,sugar wafers with creme filling,51,2.3,1.2,0.8,0.3,7.1,4.3
195,195,cheese puffs,197,12.8,1.9,3.8,6.9,18.6,1.1
196,196,saltine crackers,13,0.3,0.097,0.098,0.1,2.2,0.063
197,197,trail mix,139,8.8,1.7,3.8,2.9,13.5,0
198,198,corn cones,144,7.6,6.4,0.5,0.2,17.8,0
199,199,chocolate pretzels,50,1.8,0.8,0.6,0.2,7.8,0
200,200,french toast sticks,73,3.8,0.9,2.1,0.6,8.9,2.1
201,201,crackers,82,4.2,0.9,1,2.1,9.8,1.3
202,202,sesame sticks,54,3.7,0.6,1.1,1.7,4.7,0.084
203,203,cheese crackers,34,1.6,0.4,0.4,0.7,4.2,0.3
204,204,oriental rice cracker mix,143,7.2,1.1,2.8,3,14.6,0.8
205,205,breadsticks,103,2.4,0.4,0.9,0.9,17.1,0.3
206,206,milk crackers,50,1.7,0.3,0.7,0.6,7.7,1.8
207,207,matzo crackers whole wheat,98,0.4,0.005,0.019,0.2,22.1,0
208,208,matzo crackers with egg,109,0.6,0.2,0.2,0.1,22,0
209,209,granola bites,23,0.9,0.5,0.2,0.1,3.3,1.5
210,210,crackers whole wheat,120,4,0.6,0.9,1.9,19.5,0.3
211,211,tropical trail mix,619,23.9,11.9,3.5,7.2,91.8,0
212,212,soft pretzels,389,3.6,0.8,1.2,1.1,79.8,0.3
213,213,corn tostada shell,58,2.9,0.9,0.9,1,7.9,0
214,214,matzo crackers,111,0.4,0.030,0.045,0.2,23.4,0.098
215,215,sesame crunch,9,0.6,0.096,0.2,0.3,0.9,0.6
216,216,trail mix with chocolate chips,707,46.6,8.9,19.8,16.5,65.6,0
217,217,cracker meal,440,2,0.3,0.2,0.8,93,0.4
218,218,puffed rice,153,0.2,0.037,0,0,34.1,0
219,219,filinchen gutena,19,0.2,0.056,3.6,0.031,0.5,0.028
220,220,melba toast crackers,117,1,0.1,0.2,0.4,23,0.3
221,221,matzo crackers with egg onion,109,1.1,0.3,0.3,0.3,21.6,0
222,222,cornnuts,126,4.4,0.7,2.7,0.9,20.3,0.2
223,223,bagel chips,789,26.5,12,10.6,3.6,116.1,10.5
224,224,pretzels,115,0.9,0.1,0.2,0.4,24.1,0.7
225,225,potato raw,164,0.2,0.028,0.063,0.071,37.2,1.7
226,226,gatto di patate home made,202,9.4,4.6,21,9.4,4,3.6
227,227,baked potato,161,0.2,0.074,0.086,0.1,36.6,2
228,228,potato sticks,188,12.4,3.2,2.2,6.4,19.2,0.006
229,229,potato cooked,52,0.006,0.003,0.027,0.071,12.1,0.5
230,230,vivaldi potatoes sainsburys,23,0.1,5,0.5,0.0,0.0,0.0
231,231,potato ham chowder soup,192,12.5,3.9,5.9,0.8,13.4,0
232,232,russet potato raw,292,0.3,0.060,0.061,0.2,66.7,2.3
233,233,russet potato baked,290,0.4,0.1,0.056,0.2,64.1,3.2
234,234,french fries,13,0.4,0.010,0.3,0.067,2.2,0.088
235,235,potato scalloped,216,9,5.5,2.5,0.4,26.4,0
236,236,cottage fries,11,0.4,0.084,0.2,0.055,1.9,0.019
237,237,mashed potatoes,215,6.8,1.4,1.7,3.2,35.5,1.2
238,238,mashed potato with milk and butter,237,8.9,5.5,2.2,0.4,35.3,3
239,239,red potato raw,149,0.3,0.074,0.001,0.1,33.9,2.7
240,240,potato pancake,59,3.2,0.5,0.8,1.7,6.1,0.4
241,241,potato puffs,243,11,2.3,7.7,0.6,35.5,0.3
242,242,red potato baked,74,0.1,0.008,0.078,0.004,16.7,1.2
243,243,potatoes canned,132,0.3,0.098,0.021,0.1,29.7,0
244,244,potato skin raw,22,0.099,0.093,0.008,0.070,4.7,0
245,245,shoestring french fries,4,0.1,0.059,0.083,0.060,0.7,0.062
246,246,hash brown potato,144,9,1.3,4.1,3,15.3,0.3
247,247,baked chips lays,130,2,26,2,2,0.0,0.0
248,248,corn chips,162,10,1.3,2.7,4.9,17.2,0.031
249,249,nacho cheese tortilla chips low fat,90,1,0.3,0.4,0.3,18.5,0.8
250,250,corn chips barbecue,1036,64.7,8.8,18.8,32,111.3,0
251,251,corn chips unsalted,490,29.4,3.8,8,15,50.5,1.2
252,252,potato chips fat free,860,1.4,0.3,0.060,0.6,190.1,8.4
253,253,sweet chilli kettle baked chips,99,2.2,0.3,16.9,1.2,2.1,0.4
254,254,taro chips,11,0.6,0.1,0.1,0.3,1.6,0.040
255,255,potato chips reduced fat,801,35.4,7.1,8.2,18.6,113.7,0.4
256,256,onion snacks,150,6.8,1.3,4,0.9,19.5,1.4
257,257,potato chips cheese,843,46.2,14.6,13.1,16.3,98.1,0
258,258,yuca cassava chips,9,0.4,0.1,0.1,0.1,1.2,0.006
259,259,tortilla chips low fat,117,1.6,0.2,0.5,0.8,22.6,0.2
260,260,ranch flavor tortilla chips,992,48.8,7,14,26.8,124.2,6
261,261,potato chips,161,10.4,3.3,3,3.7,15.9,0.007
262,262,tortilla chips,142,6.2,0.8,1.7,3.2,20.3,0.2
263,263,sweet potato chips,149,9.1,0.8,2.6,3.4,15.9,2.5
264,264,nacho cheese tortilla chips,156,8.2,1.2,2.7,3.7,18.2,0.8
265,265,vegetable chips,134,6.6,0.5,4.1,1.9,17.1,1.1
266,266,taco flavor tortilla chips,1090,54.9,10.5,32.4,7.6,143.2,0
267,267,potato chips barbecue,970,64.2,15.9,12.9,32.4,104.5,14
268,268,pita chips,137,4.6,0.4,3.3,0.6,20.5,1.4
269,269,potato chips sour cream and onion,1051,67.1,17.6,12.1,34.5,102,0
270,270,adobo fresco,780,60.2,8.4,43.1,5.9,53.6,5.8
271,271,chili pepper sauce red,3,0.089,0.073,0.096,0.071,0.6,0.4
272,272,creamy ranch sauce mcdonalds,132,14.7,2.2,3.1,8,1,1
273,273,catsup,19,0.066,0.026,0.051,0.065,4.5,3.7
274,274,chili pepper sauce green,3,0.032,0.048,0.037,0.016,0.8,0.4
275,275,red wine vinegar,3,0,0,0,0,0.011,0
276,276,fish sauce,6,0.013,0.080,0.000,0.039,0.7,0.7
277,277,coleslaw dressing reduced fat,56,3.4,0.5,1.5,1.3,6.8,6.6
278,278,sour dressing,21,2,1.6,0.2,0.035,0.6,0.6
279,279,guava sauce cooked,86,0.3,0.014,0.068,0.1,22.6,14
280,280,pizza sauce,136,2.9,1.2,1.2,0.2,21.8,9.5
281,281,sweetn sour sauce mcdonalds,48,0.3,0.075,0.091,0.1,11,10
282,282,nance syrup,4,0.002,0,0,0,0.8,0.6
283,283,french dressing reduced fat,37,2.2,0.2,0.9,0.8,4.7,4.6
284,284,peppercorn dressing,76,8.2,1.4,2,4.4,0.5,0.3
285,285,sorghum syrup,61,0,0,0,0,15.7,15.7
286,286,ranch dressing fat free,17,0.3,0.007,0.072,0.092,3.7,0.7
287,287,caesar dressing low calorie,17,0.7,0.1,0.2,0.4,2.8,2.4
288,288,sweet sour dressing,2,0,0,0,0,0.6,0.6
289,289,mayonnaise imitation fat free,13,0.4,0.005,0.3,0.031,2.5,1.6
290,290,sofrito,488,37.5,0,0,0,11.2,0
291,291,turkey gravy instant,27,1,0.3,0.4,0.3,3.9,0.5
292,292,teriyaki sauce,16,0.015,0,0,0,2.8,2.5
293,293,tomato sauce,59,0.7,0.1,0.1,0.3,13,8.7
294,294,barbecue sauce kraft,28,0.053,0.013,0.095,0.005,6.5,5.2
295,295,cranberry sauce sweetened,418,0.4,0.056,0.057,0.2,107.8,105
296,296,coleslaw dressing,62,5.3,0.8,1.4,2.9,3.8,3.2
297,297,onion gravy dry,77,0.7,0.4,0.2,0.024,16.2,0
298,298,corn syrup light,62,0.090,0,0,0,16.9,16.9
299,299,bacon tomato dressing,49,5.3,0.8,1.3,2.9,0.3,0.3
300,300,pancake syrup,53,0.075,0.025,0.094,0.042,13.9,8.4
301,301,balsamic vinegar,14,0,0,0,0,2.7,2.4
302,302,ranch dressing reduced fat,29,1.9,0.2,0.4,0.6,3.2,0.6
303,303,barbecue sauce mcdonalds,46,0.3,0.090,0.069,0.1,10.3,9.6
304,304,vinegar oil dressing,72,8,1.5,2.4,3.9,0.4,0.4
305,305,poppyseed dressing,66,5.5,1,1.4,2.9,4,3.9
306,306,honey mustard dressing,70,6.1,0.8,1.7,3.4,3.5,2.4
307,307,french dressing fat free,21,0.024,0.067,0.088,0.097,5.1,2.6
308,308,vinegar,3,0,0,0,0,0.089,0.063
309,309,spray dressing,13,0.9,0.1,0,0,1.3,1.1
310,310,honey mustard dressing fat free,25,0.2,0.031,0.1,0.056,5.8,2.7
311,311,mushroom gravy,119,6.4,1,2.8,2.4,13,0
312,312,white sauce,368,26.6,7.1,11.1,7.2,22.9,11
313,313,marinara pasta sauce,129,3.9,0.4,1,1.3,19.9,14.5
314,314,tomato sauce with mushrooms,86,0.3,0.027,0.025,0.1,20.7,14.1
315,315,pork gravy powder,25,0.6,0.3,0.3,0.007,4.3,1.7
316,316,beef gravy,123,5.5,2.7,2.2,0.2,11.2,0.5
317,317,green goddess dressing,64,6.5,0.9,1.4,3.5,1.1,1
318,318,salsa con queso,358,23.8,6.2,6.9,9.1,27.9,4.9
319,319,cocktail sauce,19,0.2,0,0,0,4.2,1.8
320,320,worcestershire sauce,13,0,0,0,0,3.3,1.7
321,321,barbecue sauce,29,0.1,0.009,0.047,0.064,6.9,5.7
322,322,tomato sauce with onions,103,0.5,0.007,0.047,0.2,24.4,0
323,323,brown gravy dry,22,0.6,0.2,0.3,0.061,3.6,0
324,324,blue cheese dressing light,14,0.4,0.1,0.2,0.1,2.1,0.6
325,325,spanish tomato sauce,81,0.7,0.007,0.016,0.3,17.7,0
326,326,oyster sauce,9,0.066,0.016,0.020,0.044,2,0
327,327,cheese sauce,30,2.2,1.2,0.7,0.2,0.8,0.033
328,328,hoisin sauce,35,0.5,0.036,0.2,0.3,7.1,4.4
329,329,pickle relish,20,0.061,0.093,0.083,0.036,5.3,4.4
330,330,tomato sauce with herbs cheese,144,4.7,1.5,0.9,2,25,0
331,331,french dressing,73,7.2,0.9,1.3,3.4,2.5,2.6
332,332,mayonnaise hellmanns,15,1.7,0.9,0.093,0.2,0.087,0.2
333,333,canadian maple syrup,76,0,0,0,0,19.1,17
334,334,maple syrup,52,0.047,0.036,0.014,0.085,13.4,13.6
335,335,barbecue sauce bulls eye,27,0.1,0.028,0.019,0.033,6.4,5.6
336,336,ranch dressing,65,6.7,1,1.4,3.9,0.9,0.7
337,337,tomato ketchup mp,15,0,4,4,0,0.2,0.0
338,338,mayonnaise light,36,3.3,0.5,0.8,1.9,1.4,0.5
339,339,mayonnaise dressing,103,11.7,1.6,2.7,6.8,0.066,0.093
340,340,malt syrup,67,0,0,0,0,15,15
341,341,gravy dry,86,2,0.7,0.8,0.4,14.5,0
342,342,cranberry orange relish,490,0.3,0.060,0,0,127.1,0
343,343,caesar dressing,80,8.5,1.3,2,4.8,0.5,0.4
344,344,italian dressing,35,3.1,0.4,0.8,1.6,1.8,1.6
345,345,brown gravy instant,25,0.8,0.4,0.4,0.049,4,0.6
346,346,roquefort cheese dressing,15,1.1,0.4,0.3,0.4,0.4,0.4
347,347,blue cheese dressing,71,7.7,1.2,2,4.1,0.7,0.5
348,348,duck sauce,80,0.063,0.033,0.065,0.040,19.7,9.9
349,349,au jus,38,0.5,0.2,0.2,0.048,5.9,0
350,350,corn syrup dark,57,0,0,0,0,15.5,15.5
351,351,buttermilk dressing light,30,1.9,0.2,0.4,0.6,3.2,0.6
352,352,cider vinegar,3,0,0,0,0,0.1,0.018
353,353,tartar sauce,32,2.5,0.5,0.5,1.4,2,0.6
354,354,pepper hot sauce,1,0.018,0.057,0.031,0.060,0.031,0.065
355,355,tomato chili sauce,6,0.095,0.076,0.097,0.064,1.2,0.6
356,356,turkey gravy dry,26,0.5,0.1,0.2,0.2,4.6,0
357,357,salsa sauce,5,0.039,0.070,0.048,0.089,1.2,0.7
358,358,steak sauce,16,0.004,0,0,0,3.7,1.7
359,359,molasses,58,0.068,0.052,0.021,0.068,14.9,14.9
360,360,italian dressing fat free,7,0.1,0.099,0.018,0.022,1.2,1.2
361,361,plum sauce,35,0.2,0.094,0.007,0.1,8.1,0
362,362,chow mein stir fry master foods,26,0.2,5.5,0.6,0.0,0.0,0.0
363,363,beef gravy instant,25,0.6,0.3,0.2,0.080,4.1,1.6
364,364,horseradish,2,0.085,0.007,0.005,0.029,0.6,0.4
365,365,grenadine,54,0,0,0,0,13.4,9.3
366,366,tabasco sauce,1,0.002,0.051,0.086,0.089,0.006,0.067
367,367,sweet sour sauce,26,0.084,0,0,0,6.7,3.3
368,368,salsa verde,6,0.1,0,0,0,1,0.5
369,369,miso,40,1.2,0.2,0.2,0.6,5.1,1.2
370,370,sprouted soybean cooked,76,4.2,0.6,0.9,2.4,6.1,0.4
371,371,soy flour roasted,375,18.6,2.7,4.1,10.5,28.6,6.5
372,372,soy flour low fat,330,7.8,1.1,1.3,3.7,30.7,9.3
373,373,green soybean cooked,127,5.8,0.7,1.1,2.7,9.9,0
374,374,azumaya tofu vitasoy,316,16.6,2,4.7,9.9,9.1,1.6
375,375,soy proteins isolate,96,1,0.1,0.2,0.5,2.1,0
376,376,tofu yogurt,246,4.7,0.7,1,2.7,41.8,3.2
377,377,bacon meatless,446,42.5,6.7,10.2,22.2,9.1,0
378,378,meatless chicken fried,304,16.6,1.5,4.2,6,11.1,0
379,379,soymilk,109,4.8,0.5,1,2.9,8.4,6.1
380,380,soy vermicelli,463,0.1,0.092,0.005,0.093,115.2,24.4
381,381,tofu fried,35,2.6,0.4,0.6,1.5,1.2,0.4
382,382,tempeh,320,17.9,3.7,5,6.4,15.6,0
383,383,koyadofu,81,5.2,0.7,1.1,2.9,1.7,0
384,384,meatless meatloaf,110,5,0.8,1.2,2.6,4.5,0.7
